idx,lat,long,sri-dir,sri-lag,sri-scale,weight,lon1,lat1,hit@1
0,0.8192198727182461,0.3188523427947894,0.0022373346555743,0.0111314542848749,0.0016255279137491,353,18.26889353,46.9378412,1
1,0.8521728859427002,0.074376871930453,0.003217001320637,0.0034115191804478,0.0049371284459689,820,4.261480855,48.82590978,1
2,0.8444834094447078,0.2851430564142977,0.0099591501761427,0.0081456183780984,0.0072768348690092,454,16.33749369,48.38533523,1
3,0.927396805167255,0.1973733878150291,0.0112618840458882,0.0049069010654691,0.0,414,11.30866211,53.13592287,1
4,0.8210188556603749,0.3239916736931982,0.0037403656426152,0.0041529535240315,0.0002786405608028,357,18.5633555,47.04091533,1
5,0.9955380987002028,0.1602567995414648,0.0017514561890557,0.0016102958254658,0.0,170,9.182038252,57.0401314,0
6,0.6807870223860681,-0.0340701015256155,0.0179174994439255,0.0093825582708474,0.0110100166453228,246,-1.952073025,39.00622313,1
7,0.7705898655226237,0.4988325302996202,0.0004689555355626,0.0019598637549432,0.0016559809264916,181,28.58099867,44.15154703,1
8,0.6814551709011128,-0.0349108200115033,0.0295860621178812,0.0038466314601447,0.0150386045651091,250,-2.000242646,39.04450522,1
9,0.8411960566658352,0.2044402596412087,0.0043647505159439,0.0028662031663492,0.0018848745337092,654,11.71356404,48.19698379,1
10,0.821519198970888,0.3243240116099143,0.0014884802583899,0.0040185113062715,0.0017323619244699,358,18.58239706,47.06958289,1
11,0.8324533455227636,0.2955296689197463,0.0120400288588036,0.0147172528266407,0.0007620963816531,420,16.93260275,47.69606334,1
12,0.8257550907252637,0.2923651833059568,0.0070938512287873,0.0058986377961878,0.0049249189664921,394,16.75129108,47.31228161,1
13,0.8530044625510457,0.0755970966414902,0.0048339228855183,0.0032496381994104,0.0028681678089563,841,4.331394581,48.87355561,1
14,0.8540913066524647,0.0805036819849326,0.0030980739305351,0.0021164054479283,0.0021596713353506,899,4.612521213,48.93582719,1
15,0.8563115764713081,0.0438487336999465,0.0104910060925317,0.0077176329913653,0.0057855603595537,618,2.512347378,49.06303928,1
16,0.8519190264067341,0.0768833246782895,0.0034740945946932,0.002487626425168,0.0009582470489637,841,4.405090019,48.8113647,1
17,0.8456746006734512,0.070082114670997,0.0030015694534678,0.0072180340060707,0.0011438229521559,693,4.01540939,48.45358546,1
18,0.6786367249113323,-0.0330375591725354,0.0165005202470976,0.0176619285943755,0.0063661244474986,238,-1.892912706,38.88302016,1
19,0.821616451334803,0.324480031304139,0.0009284717410757,0.0036368074851842,0.0017493203557894,358,18.59133633,47.07515504,1
20,0.8208856730758137,0.0411820807230878,0.0033053336107734,0.0027220863559809,0.0009007275981962,556,2.359559417,47.03328453,1
21,0.845700909242997,0.1314205980438875,0.0038282281195821,0.0070771882190461,0.0003299695570496,919,7.529845609,48.45509283,1
22,0.91782645068984,-0.0014838473744927,0.0008258727980642,0.0078041669941622,0.0010506371659939,487,-0.085018192,52.58758195,1
23,0.8048632815872682,-0.0046050721229781,0.0124683410754034,0.0110594436492925,0.0029834293009116,198,-0.263851197,46.11526912,1
24,0.8542372118146083,0.0495092633716992,0.0037722577584473,0.0128821065861847,0.0050638901942747,587,2.836671838,48.94418694,1
25,0.8904210685946113,0.3918133520615453,0.002919757877485,0.0100495982909207,0.0,180,22.44925143,51.01736922,1
26,0.8548150538525623,0.0739970666431363,0.0024084795796909,0.0032198140830493,0.0036619963546745,859,4.239719615,48.97729485,1
27,0.6531675791487408,-0.0955779140372742,0.0127405307013901,0.0274027802751787,0.0,158,-5.476211089,37.4237456,1
28,0.7737539563429362,0.4575947466429634,0.0057025741936562,0.0038700404154828,0.0007792151123774,266,26.21824771,44.33283608,1
29,0.8455751664734384,0.0697733617898889,0.0033468974619334,0.0103485484091351,0.001229391417466,690,3.997719153,48.4478883,1
30,0.8465627872106181,0.0740844018891619,0.0009446220606721,0.0061526605510624,0.0017477131613999,744,4.244723556,48.5044748,1
31,0.8401307986220719,0.1881622974958984,0.0064739758146826,0.0079100039077959,0.0061490897954503,704,10.78090551,48.135949,1
32,0.9313600691620862,0.262607372093864,0.0079011083691247,0.0109558006044582,0.0,305,15.04629409,53.36300117,1
33,0.8537256151446772,0.0792971066038574,0.0040260120903841,0.0026257520873526,0.0047997141629106,884,4.543389536,48.91487461,1
34,0.8542649245015373,0.0774913021645204,0.004035063767199,0.0031218741480946,0.0015304279962769,887,4.439924563,48.94577476,1
35,0.8487184028781175,0.2789052285491861,0.0124541014749553,0.010823584041498,0.0026200256283039,467,15.98009248,48.62798248,1
36,0.8215098331850558,0.3246223368992333,0.0004994401865836,0.0037029727832534,0.0022318899950063,358,18.59948984,47.06904627,1
37,0.8201116774974853,0.3198021640636941,0.0031308514877666,0.0075855860680159,0.0076905873587122,357,18.32331428,46.98893785,1
38,0.7410873914422414,0.4572364907613882,0.0071403163094866,0.0111276892348671,2.19211811602637e-05,208,26.19772116,42.46117978,1
39,0.8209954928575406,0.3247370863634324,0.0004181157315131,0.0039115875549794,0.0013630162501956,357,18.6060645,47.03957674,1
40,0.8460414280415159,0.031819331327602,0.0030053921209809,0.0068442485890289,0.0019082592936807,558,1.823113392,48.47460312,1
41,0.8699568921759576,0.3991358193281649,0.0047493205044456,0.0086561857041612,0.0,150,22.8687979,49.84485828,1
42,0.8509598435407876,0.0749092042812684,0.0040813438783512,0.0016815773554437,0.0017503642892487,810,4.291981252,48.75640757,1
43,0.8517962974717279,0.0773889599318143,0.0042638738841983,0.0037468030760214,0.0007173817847141,845,4.434060785,48.80433285,1
44,0.8489858976243317,0.0465065212768697,0.0070146136720163,0.0072332346811207,0.0025571204698437,553,2.664627389,48.6433088,1
45,0.8533386882158805,0.0804474037733889,0.0034946387047535,0.0022118791622154,0.002142680673629,883,4.609296709,48.89270533,1
46,0.8437627481612607,0.0229184902999735,0.0041016673319822,0.0046116154942678,0.0,536,1.313132767,48.34404438,1
47,0.652286282647862,-0.0985782078365888,0.0170851844324467,0.0224790283817071,0.0,162,-5.648115261,37.37325103,1
48,0.7779669289571736,0.4579771762073434,0.0095314391436962,0.0034812331966274,0.0004364491054316,270,26.24015931,44.57422163,1
49,0.9102953312310068,0.1752589146240205,0.0071226727553719,0.0058775177064074,0.0017796834126875,714,10.04159613,52.15608059,1
50,0.8458568205522753,0.0244338686705597,0.0022457689581557,0.0049327827575269,0.0010623176754143,527,1.399957552,48.46402589,1
51,0.7700193983734239,0.4976083547914751,0.0022488069905768,0.003559360050348,0.001694786161663,181,28.51085858,44.11886167,1
52,0.8561514737538312,0.0440657259130843,0.0079404759374662,0.0056522594791096,0.0053063172248076,617,2.524780116,49.05386607,1
53,0.8423332763799876,0.0267710752176741,0.0023224428309122,0.0040935854967426,0.0005970772654611,551,1.533869623,48.26214168,1
54,0.85477584764891,0.0476017018736477,0.0029226202030845,0.0078031606902994,0.0016111677324202,603,2.727376615,48.9750485,1
55,0.8470411601419742,0.0484179917888468,0.003991775892518,0.0080005407033501,0.0012242224112744,548,2.774146582,48.53188355,1
56,0.840945643806076,0.0702520893721489,0.0018143816815734,0.0049777536674911,0.0008875233643013,668,4.025148223,48.18263619,1
57,0.8450727669905335,0.0744599326382476,0.0021625919071409,0.0056763679606656,0.0003041621823081,729,4.266239883,48.41910293,1
58,0.9313933641100948,0.2008106886367246,0.0132997911217912,0.011151264650536,0.0,410,11.50560494,53.36490883,0
59,0.91213027354078,-0.0071670883525764,0.0036177071206894,0.0047063970843793,0.0030960391320857,469,-0.410643914,52.26121504,1
60,0.8542880408638811,0.0728065247292345,0.0012770929797153,0.0043227247811727,0.0013768033175832,835,4.171506588,48.94709923,1
61,0.8541200623481546,0.0823431047817887,0.0024855195809506,0.003066779448485,0.0015447675798406,915,4.717912376,48.93747477,1
62,0.9127719553594488,-0.0078183763238218,0.0021726215088452,0.0031461815864593,0.0039205804179383,462,-0.447959966,52.2979807,1
63,0.8456078985527632,0.0740088503732075,0.0012787618296488,0.0057626589459365,0.0014751731847111,735,4.240394773,48.44976371,1
64,0.8549220847726773,0.073534733217793,0.0023346395073559,0.0025961330866616,0.004704125261982,856,4.213229861,48.98342727,1
65,0.8439031550126618,0.0721342786348917,0.0005921779752555,0.0045591477070654,0.0008106669726906,689,4.132989724,48.3520891,1
66,0.776559958309683,0.4577897838707482,0.0069886122705658,0.0059787672880301,6.265248762138779e-05,270,26.22942252,44.49360815,1
67,0.8553223367667143,0.0488177095375995,0.0058713303121286,0.0081327072591181,0.0075680585844006,611,2.797048722,49.00636002,1
68,0.848417759442486,0.278283473852719,0.0071649508503267,0.013215924472147,0.0011263195230387,467,15.94446856,48.61075688,1
69,0.9328293731966144,0.2123514833622596,0.0067250327740355,0.0087638804410291,0.0,411,12.16684377,53.44718609,1
70,0.8583685632337115,0.0405813978928256,0.0028013723740422,0.0050602772509631,0.0033838372883315,639,2.325142826,49.18089594,1
71,0.6801904438895282,-0.0360435585055347,0.0174375488322793,0.0130143209991772,0.0036588670085049,256,-2.065143781,38.9720417,1
72,0.8554503500350968,0.076821634061109,0.002364266379993,0.0035871939889614,0.0025735224423965,889,4.401555407,49.01369464,1
73,0.8209122729408115,0.3241339497922281,0.0035215337550762,0.0041587479279208,0.0009022839822042,357,18.57150732,47.03480859,1
74,0.8207737067136397,0.0475729543984585,0.0065749745636839,0.0015798417441088,0.0008135012140552,554,2.725729506,47.02686933,1
75,0.8467861031356082,0.0258733485188296,0.0056004458693359,0.0039337719096615,9.685818697036718e-05,524,1.482433672,48.51726986,1
76,0.9124138061174908,0.3928001394040072,0.0052336865137851,0.006206127881538,0.0,156,22.50579018,52.27746026,1
77,0.9447325300398556,0.2781651649640433,0.0110213909530903,0.0046964976438139,0.0,268,15.93768996,54.12918674,1
78,0.8584164388368243,0.0795156320014766,0.0040846933450986,0.0039202150582421,0.004537922119147,945,4.555910119,49.18363901,1
79,0.76006151657395,0.4320791273002473,0.0056143903792611,0.0016249019174356,0.0002425788794158,229,24.75631041,43.54831707,1
80,0.653291015465693,-0.0945559374362467,0.0314228345699095,0.0377392850318547,0.0068489106767856,158,-5.417656143,37.43081798,1
81,0.6530151822344444,-0.0990584015303271,0.0124161834414798,0.0279323966846743,0.0,164,-5.675628333,37.4150139,1
82,0.6822626485267457,-0.032753204074508,0.0113646072503702,0.0066499658602859,0.0036274227399357,257,-1.876620359,39.09077028,1
83,0.9024825273246074,0.3147783976982452,0.0075443870974976,0.0068735596750521,0.0,315,18.03547367,51.7084399,1
84,0.8209185552534541,0.3201510253615047,0.0066814044195619,0.0110226865232782,0.0112842028444872,361,18.34330256,47.03516854,1
85,0.8437249125646701,0.0643164665236571,0.0053995813615328,0.0022112095530951,0.0054253265734591,660,3.685062085,48.34187656,1
86,0.7718270002749977,0.4780938004996585,0.0026893767874108,0.0048605091879858,0.0001659403867422,225,27.39275698,44.22242963,1
87,0.8232602350619882,0.2940676017184288,0.0052898007340482,0.0056877335390026,0.0024122925526289,392,16.84883247,47.16933691,1
88,0.8549237086270135,0.0733797763243629,0.0016039828257543,0.0029667720083814,0.0012706253348735,855,4.204351485,48.98352031,1
89,0.8204088335907386,0.3201191788622423,0.0048592429844836,0.0059961851826721,0.0068068634107379,359,18.34147789,47.00596364,1
90,0.8520948128274024,0.0780157582807538,0.0053360812062719,0.0038467547634218,0.0006128865712947,849,4.469973685,48.82143652,1
91,0.8550263231659894,0.043509362944103,0.0076028207550478,0.0053157873542662,0.0007565242259025,602,2.492902866,48.98939969,0
92,0.8498276268129362,0.2804326005605926,0.0103092165968034,0.0164968808071935,0.0097402553688213,474,16.06760445,48.69153633,1
93,0.846369575422698,0.3053344244318295,0.0108821184346827,0.0095272467200902,0.0015408315219594,450,17.49437386,48.49340458,1
94,0.90357808515685,0.2912242415026417,0.0149857850513157,0.0098980835107648,0.0,270,16.68591993,51.77121074,1
95,0.8548216190830765,0.0733773163525954,0.0028140023146125,0.0032554402034349,0.0007618147646835,858,4.204210539,48.97767101,0
96,0.8574061518577146,0.0507853010069548,0.000661806630723,0.0063701710888412,0.005196627860868,650,2.909783409,49.12575383,1
