idx,lat,long,sri-dir,sri-lag,sri-scale,weight,lon1,lat1,hit@1
0,0.8192198727182461,0.3188523427947894,0.0459120608776617,0.0915540815044148,0.0203633277724132,353,18.26889353,46.9378412,1
1,0.8521728859427002,0.074376871930453,0.0426549824804955,0.0634826365333915,0.0328966982769637,820,4.261480855,48.82590978,1
2,0.8444834094447078,0.2851430564142977,0.0630816092087393,0.0679080054084767,0.0202124603696067,454,16.33749369,48.38533523,1
3,0.927396805167255,0.1973733878150291,0.1587019930945886,0.1663552497305259,0.0,414,11.30866211,53.13592287,1
4,0.8210188556603749,0.3239916736931982,0.0376976281839901,0.0785573627092273,0.0093371252699155,357,18.5633555,47.04091533,1
5,0.9955380987002028,0.1602567995414648,0.1376310203359797,0.0586481305312118,0.0,170,9.182038252,57.0401314,0
6,0.6807870223860681,-0.0340701015256155,0.0984691384678623,0.1289965104871102,0.1094455287260975,246,-1.952073025,39.00622313,1
7,0.7705898655226237,0.4988325302996202,0.067337095195556,0.0482923343164751,0.0256321577126919,181,28.58099867,44.15154703,1
8,0.6814551709011128,-0.0349108200115033,0.0881581695129966,0.0846090114243887,0.1562537820944049,250,-2.000242646,39.04450522,1
9,0.8411960566658352,0.2044402596412087,0.0928950445179407,0.0523142390476278,0.0135498648827055,654,11.71356404,48.19698379,1
10,0.821519198970888,0.3243240116099143,0.0363320106935658,0.0780672084727566,0.020987688741816,358,18.58239706,47.06958289,1
11,0.8324533455227636,0.2955296689197463,0.0666618705224498,0.0662866883182725,0.0202599534921412,420,16.93260275,47.69606334,1
12,0.8257550907252637,0.2923651833059568,0.0661992011076732,0.0732265371778503,0.0138911102684687,394,16.75129108,47.31228161,1
13,0.8530044625510457,0.0755970966414902,0.0344800541714854,0.0552810881042841,0.0186783465384937,841,4.331394581,48.87355561,1
14,0.8540913066524647,0.0805036819849326,0.0236979738189436,0.0101457525977813,0.0190942764583104,899,4.612521213,48.93582719,1
15,0.8563115764713081,0.0438487336999465,0.0655218735892107,0.0946529210107116,0.0197886682816945,618,2.512347378,49.06303928,1
16,0.8519190264067341,0.0768833246782895,0.0034417432912496,0.0753581956802293,0.0002745109128881,841,4.405090019,48.8113647,1
17,0.8456746006734512,0.070082114670997,0.0209953292990709,0.0664720589832808,0.0007431107555758,693,4.01540939,48.45358546,1
18,0.6786367249113323,-0.0330375591725354,0.0930372773321467,0.1234190051856897,0.1623455159633912,238,-1.892912706,38.88302016,1
19,0.821616451334803,0.324480031304139,0.0432282661725529,0.0776569316466216,0.0217949075395782,358,18.59133633,47.07515504,1
20,0.8208856730758137,0.0411820807230878,0.0495546475077105,0.0287817732584309,0.0011348519246646,556,2.359559417,47.03328453,1
21,0.845700909242997,0.1314205980438875,0.0480228818371329,0.0551221489614739,0.0074052120263157,919,7.529845609,48.45509283,1
22,0.91782645068984,-0.0014838473744927,0.0021100314256531,0.0277862512551821,0.0565224730537805,487,-0.085018192,52.58758195,1
23,0.8048632815872682,-0.0046050721229781,0.0905850403577749,0.0396298191734885,0.0456100415533998,198,-0.263851197,46.11526912,1
24,0.8542372118146083,0.0495092633716992,0.108470396346394,0.0779600716403956,0.0294778327005085,587,2.836671838,48.94418694,1
25,0.8904210685946113,0.3918133520615453,0.0590775573717061,0.0864675392774532,0.0,180,22.44925143,51.01736922,1
26,0.8548150538525623,0.0739970666431363,0.0359944649006749,0.0881351214096667,0.0137053079111774,859,4.239719615,48.97729485,1
27,0.6531675791487408,-0.0955779140372742,0.0071082591413462,0.1293292370222041,0.0,158,-5.476211089,37.4237456,1
28,0.7737539563429362,0.4575947466429634,0.0904517087880452,0.0527226109767736,0.0254819398967835,266,26.21824771,44.33283608,1
29,0.8455751664734384,0.0697733617898889,0.021584983504764,0.0667223312394353,0.0008503109501114,690,3.997719153,48.4478883,1
30,0.8465627872106181,0.0740844018891619,0.0331211017967562,0.0693595599573884,0.000460151200539,744,4.244723556,48.5044748,1
31,0.8401307986220719,0.1881622974958984,0.0718479130043811,0.0466424069701681,0.0237705575510446,704,10.78090551,48.135949,1
32,0.9313600691620862,0.262607372093864,0.1466210462433481,0.0652088647396665,0.0,305,15.04629409,53.36300117,1
33,0.8537256151446772,0.0792971066038574,0.0186698034574336,0.0022547755584575,0.0172630639772817,884,4.543389536,48.91487461,1
34,0.8542649245015373,0.0774913021645204,0.0506670264205115,0.0329646330307187,0.0164822467025785,887,4.439924563,48.94577476,1
35,0.8487184028781175,0.2789052285491861,0.0637802172529327,0.1317216355942329,0.0259786628826674,467,15.98009248,48.62798248,1
36,0.8215098331850558,0.3246223368992333,0.0350786147128078,0.078077243943048,0.0221985169384593,358,18.59948984,47.06904627,1
37,0.8201116774974853,0.3198021640636941,0.0436947311350487,0.1125931056988033,0.0219219462858887,357,18.32331428,46.98893785,1
38,0.7410873914422414,0.4572364907613882,0.0666527335037134,0.104800540480292,0.0192055067968884,208,26.19772116,42.46117978,1
39,0.8209954928575406,0.3247370863634324,0.0346941632399874,0.0823911217866304,0.0085252013334011,357,18.6060645,47.03957674,1
40,0.8460414280415159,0.031819331327602,0.050200774869597,0.0627620507345554,0.0010577453682827,558,1.823113392,48.47460312,1
41,0.8699568921759576,0.3991358193281649,-8.799999892818629e-09,-6.3333332561952245e-09,0.0,150,22.8687979,49.84485828,1
42,0.8509598435407876,0.0749092042812684,0.0130377199038643,0.1094635793504666,0.0003344158102082,810,4.291981252,48.75640757,1
43,0.8517962974717279,0.0773889599318143,0.0037625313989818,0.075766855229374,0.0003410066983384,845,4.434060785,48.80433285,1
44,0.8489858976243317,0.0465065212768697,0.0377434792172266,0.0585212507823046,0.0313601325083692,553,2.664627389,48.6433088,1
45,0.8533386882158805,0.0804474037733889,0.0244837550014052,0.0539016440394704,0.0213191548237331,883,4.609296709,48.89270533,1
46,0.8437627481612607,0.0229184902999735,0.0487794536982788,0.0389645853305581,0.0,536,1.313132767,48.34404438,1
47,0.652286282647862,-0.0985782078365888,0.0117188354696784,0.246985707055849,0.0,162,-5.648115261,37.37325103,1
48,0.7779669289571736,0.4579771762073434,0.0786391374072385,0.0285782769169892,0.0369830361495151,270,26.24015931,44.57422163,1
49,0.9102953312310068,0.1752589146240205,0.0121441169619937,0.0479465576326764,0.0001217944612815,714,10.04159613,52.15608059,1
50,0.8458568205522753,0.0244338686705597,0.0492908007553,0.0557096931269967,0.0004578950772702,527,1.399957552,48.46402589,1
51,0.7700193983734239,0.4976083547914751,0.13475509778721,0.0653804394582697,0.0525221265834105,181,28.51085858,44.11886167,1
52,0.8561514737538312,0.0440657259130843,0.0953985864531377,0.0958020386774002,0.0181216643631794,617,2.524780116,49.05386607,1
53,0.8423332763799876,0.0267710752176741,0.0150547793460158,0.056591752750512,0.0006950080888074,551,1.533869623,48.26214168,1
54,0.85477584764891,0.0476017018736477,0.1007813044421332,0.0969683322917931,0.0204042007563863,603,2.727376615,48.9750485,1
55,0.8470411601419742,0.0484179917888468,0.0347129930621145,0.0381175119653531,0.0395060923838569,548,2.774146582,48.53188355,1
56,0.840945643806076,0.0702520893721489,0.037087098263818,0.0336041257110674,0.0007012414365963,668,4.025148223,48.18263619,1
57,0.8450727669905335,0.0744599326382476,0.0351506046298512,0.0648033463635458,0.0008310883766555,729,4.266239883,48.41910293,1
58,0.9313933641100948,0.2008106886367246,0.0611116956430764,0.1281967423613335,0.0,410,11.50560494,53.36490883,0
59,0.91213027354078,-0.0071670883525764,0.0032138384028268,0.0226876464459758,0.047825283670149,469,-0.410643914,52.26121504,1
60,0.8542880408638811,0.0728065247292345,0.0344651623256485,0.0317655188865706,0.0097810157122586,835,4.171506588,48.94709923,1
61,0.8541200623481546,0.0823431047817887,0.0017549008098153,0.0348338170701917,0.0174101704288819,915,4.717912376,48.93747477,1
62,0.9127719553594488,-0.0078183763238218,0.0031699474729481,0.0050358141597955,0.0758094054178645,462,-0.447959966,52.2979807,1
63,0.8456078985527632,0.0740088503732075,0.0347232632666498,0.061420355087382,0.0005899442660046,735,4.240394773,48.44976371,1
64,0.8549220847726773,0.073534733217793,0.001031464088661,0.0712172729239491,0.0203245220337774,856,4.213229861,48.98342727,1
65,0.8439031550126618,0.0721342786348917,0.0315952981623321,0.0283946053176582,0.0218262939900672,689,4.132989724,48.3520891,1
66,0.776559958309683,0.4577897838707482,0.0892949649671038,0.0292999846805206,0.0362578785779559,270,26.22942252,44.49360815,1
67,0.8553223367667143,0.0488177095375995,0.0701447486653661,0.0987880061164403,0.0200442433434337,611,2.797048722,49.00636002,1
68,0.848417759442486,0.278283473852719,0.0593675758378177,0.1287657629648725,0.0215671918271201,467,15.94446856,48.61075688,1
69,0.9328293731966144,0.2123514833622596,0.0347171094465493,0.1262235901760756,0.0,411,12.16684377,53.44718609,1
70,0.8583685632337115,0.0405813978928256,0.0165553744181214,0.0720301819873042,0.035103603603774,639,2.325142826,49.18089594,1
71,0.6801904438895282,-0.0360435585055347,0.009209317320921,0.0111551994215122,0.0526765952971367,256,-2.065143781,38.9720417,1
72,0.8554503500350968,0.076821634061109,0.0109564988236467,0.0373603645980894,0.007282544435021,889,4.401555407,49.01369464,1
73,0.8209122729408115,0.3241339497922281,0.0376872715472783,0.0815565957656308,0.0081192393651439,357,18.57150732,47.03480859,1
74,0.8207737067136397,0.0475729543984585,0.0273702124008997,0.0725630457768103,0.0018588232084047,554,2.725729506,47.02686933,1
75,0.8467861031356082,0.0258733485188296,0.060518378902098,0.0662119669979997,0.0002952926792527,524,1.482433672,48.51726986,1
76,0.9124138061174908,0.3928001394040072,0.1594539319970607,0.0540288362864994,0.0,156,22.50579018,52.27746026,1
77,0.9447325300398556,0.2781651649640433,0.0762613870689924,0.0836505809960415,0.0,268,15.93768996,54.12918674,1
78,0.8584164388368243,0.0795156320014766,0.0304645731833784,0.0732024393693598,0.0217557206404943,945,4.555910119,49.18363901,1
79,0.76006151657395,0.4320791273002473,0.0555963565012309,0.126773371229568,0.0204146182766776,229,24.75631041,43.54831707,1
80,0.653291015465693,-0.0945559374362467,0.1467002617642182,0.0830687808244844,0.0002093833952678,158,-5.417656143,37.43081798,1
81,0.6530151822344444,-0.0990584015303271,0.0045570584044057,0.2218782435036165,0.0,164,-5.675628333,37.4150139,1
82,0.6822626485267457,-0.032753204074508,0.0978313220675174,0.0884089507786157,0.0618826444213272,257,-1.876620359,39.09077028,1
83,0.9024825273246074,0.3147783976982452,0.1240442184229594,0.1800466937498427,0.0,315,18.03547367,51.7084399,1
84,0.8209185552534541,0.3201510253615047,0.0542106620686273,0.1107879761239561,0.0174535464848167,361,18.34330256,47.03516854,1
85,0.8437249125646701,0.0643164665236571,0.0243591493589509,0.0592850503073592,0.0117362461247744,660,3.685062085,48.34187656,1
86,0.7718270002749977,0.4780938004996585,0.1144260065220143,0.06123688840106,0.0403978782852478,225,27.39275698,44.22242963,1
87,0.8232602350619882,0.2940676017184288,0.0679398510285597,0.0778896224651725,0.0180498988981018,392,16.84883247,47.16933691,1
88,0.8549237086270135,0.0733797763243629,0.0346693265864796,0.0717222103729243,0.0143436399855333,855,4.204351485,48.98352031,1
89,0.8204088335907386,0.3201191788622423,0.0407981447625357,0.1132887233833474,0.0200638475286386,359,18.34147789,47.00596364,1
90,0.8520948128274024,0.0780157582807538,0.0042242158444298,0.0672684352207853,0.0011334655888845,849,4.469973685,48.82143652,1
91,0.8550263231659894,0.043509362944103,0.1085908945947578,0.0947886283159872,0.0209967027321286,602,2.492902866,48.98939969,0
92,0.8498276268129362,0.2804326005605926,0.0669413943285709,0.1269743647115827,0.0247134489197573,474,16.06760445,48.69153633,1
93,0.846369575422698,0.3053344244318295,0.0908678855429426,0.0796416256084468,0.0132069986701771,450,17.49437386,48.49340458,1
