image_id,lon,lat,hit@1,hit@3,reciprocal_rank,category,predicted_categories
48,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Wetland', 'Other']"
49,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Wetland']"
50,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Agriculture', 'Grassland', 'Settlement', 'Other']"
51,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Settlement', 'Other']"
52,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Other', 'Agriculture', 'Settlement']"
53,105.8634897,13.1548949,-1,-1,0.25,Forest,"['0', 'Other', 'Water', 'Forest', 'Grassland']"
54,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Other', 'Agriculture', 'Settlement']"
55,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Settlement']"
56,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Water', 'Grassland', 'Other', 'Wetland']"
57,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Other', 'Wetland', 'Water']"
58,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Settlement']"
59,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Settlement']"
60,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Other', 'Wetland', 'Agriculture']"
61,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Settlement', 'Other']"
62,105.8634897,13.1548949,-1,-1,0.2,Forest,"['Water', 'Wetland', 'Other', 'Grassland', 'Forest']"
63,105.8634897,13.1548949,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Settlement', 'Other']"
128,105.8780744,13.18347867,-1,1,0.5,Forest,"['Water', 'Forest', 'Grassland', 'Wetland', 'Agriculture']"
129,105.8780744,13.18347867,1,1,1.0,Forest,"['Forest', 'Agriculture', 'Grassland', 'Settlement', 'Other']"
130,105.8780744,13.18347867,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Settlement']"
131,105.8780744,13.18347867,-1,1,0.3333333333333333,Forest,"['Grassland', 'Agriculture', 'Forest', 'Other', '0']"
132,105.8780744,13.18347867,-1,1,0.3333333333333333,Forest,"['Grassland', 'Agriculture', 'Forest', 'Other', 'Settlement']"
133,105.8780744,13.18347867,-1,-1,0.2,Forest,"['Water', 'Wetland', 'Grassland', 'Other', 'Forest']"
134,105.8780744,13.18347867,-1,1,0.3333333333333333,Forest,"['Grassland', 'Agriculture', 'Forest', 'Other', 'Settlement']"
135,105.8780744,13.18347867,-1,-1,0.25,Forest,"['Grassland', 'Agriculture', 'Other', 'Forest', 'Settlement']"
136,105.8780744,13.18347867,1,1,1.0,Forest,"['Forest', 'Agriculture', 'Water', 'Grassland', 'Other']"
137,105.8780744,13.18347867,1,1,1.0,Forest,"['Forest', 'Grassland', 'Agriculture', 'Other', 'Settlement']"
138,105.8780744,13.18347867,-1,-1,0.0,Forest,"['Other', '0', 'Water', 'Wetland', 'Grassland']"
139,105.8780744,13.18347867,-1,-1,0.2,Forest,"['Grassland', 'Agriculture', 'Other', 'Wetland', 'Forest']"
140,105.8780744,13.18347867,-1,-1,0.0,Forest,"['Other', '0', 'Water', 'Wetland', 'Grassland']"
141,105.8780744,13.18347867,-1,1,0.3333333333333333,Forest,"['Grassland', 'Agriculture', 'Forest', 'Other', 'Settlement']"
142,105.8780744,13.18347867,-1,-1,0.0,Forest,"['Water', 'Wetland', 'Other', '0', 'Grassland']"
143,105.8780744,13.18347867,-1,1,0.3333333333333333,Forest,"['Grassland', 'Agriculture', 'Forest', 'Settlement', 'Other']"
224,-91.01456615,30.21185036,-1,-1,0.0,Forest,"['Settlement', 'Agriculture', 'Other', 'Grassland', 'Water']"
225,-91.01456615,30.21185036,-1,-1,0.0,Forest,"['Settlement', 'Agriculture', 'Other', 'Grassland', 'Water']"
226,-91.01456615,30.21185036,-1,-1,0.0,Forest,"['Settlement', 'Agriculture', 'Water', 'Grassland', 'Other']"
227,-91.01456615,30.21185036,-1,-1,0.2,Forest,"['Settlement', 'Agriculture', 'Grassland', 'Other', 'Forest']"
228,-91.01456615,30.21185036,-1,-1,0.2,Forest,"['Settlement', 'Other', 'Agriculture', 'Grassland', 'Forest']"
229,-91.01456615,30.21185036,-1,-1,0.0,Forest,"['Settlement', 'Agriculture', 'Other', 'Grassland', 'Water']"
230,-91.01456615,30.21185036,-1,-1,0.2,Forest,"['Settlement', 'Other', 'Agriculture', 'Grassland', 'Forest']"
231,-91.01456615,30.21185036,-1,-1,0.0,Forest,"['Settlement', 'Agriculture', 'Other', 'Grassland', 'Water']"
232,-91.01456615,30.21185036,-1,-1,0.2,Forest,"['Settlement', 'Agriculture', 'Other', 'Grassland', 'Forest']"
233,-91.01456615,30.21185036,-1,-1,0.2,Forest,"['Settlement', 'Agriculture', 'Grassland', 'Other', 'Forest']"
