lon,lat,hit@1,hit@3,reciprocal_rank,true_class_probability
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,-1,1,0.5,0.37451171875
105.8634897,13.1548949,1,1,1.0,0.98876953125
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,0.99951171875
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,0.9990234375
105.8634897,13.1548949,-1,1,0.5,0.3623046875
105.8634897,13.1548949,1,1,1.0,0.51025390625
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,0.98779296875
105.8634897,13.1548949,-1,1,0.5,8.58306884765625e-06
105.8780744,13.18347867,1,1,1.0,0.99951171875
105.8780744,13.18347867,-1,1,0.5,0.1209716796875
105.8780744,13.18347867,1,1,1.0,0.89306640625
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,0.9990234375
105.8780744,13.18347867,1,1,1.0,0.99755859375
105.8780744,13.18347867,1,1,1.0,0.68994140625
105.8780744,13.18347867,-1,1,0.5,0.0004336833953857
105.8780744,13.18347867,1,1,1.0,0.99853515625
105.8780744,13.18347867,1,1,1.0,0.99951171875
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,0.98876953125
105.8780744,13.18347867,-1,1,0.5,0.0006213188171386
-91.01456615,30.21185036,1,1,1.0,0.99951171875
-91.01456615,30.21185036,1,1,1.0,0.96875
-91.01456615,30.21185036,1,1,1.0,0.93310546875
-91.01456615,30.21185036,1,1,1.0,0.85400390625
-91.01456615,30.21185036,-1,1,0.5,0.001129150390625
-91.01456615,30.21185036,-1,1,0.5,0.0014324188232421
-91.01456615,30.21185036,-1,-1,0.0,0.0
-91.01456615,30.21185036,-1,1,0.5,0.190673828125
-91.01456615,30.21185036,-1,1,0.5,0.0037078857421875
-91.01456615,30.21185036,-1,1,0.5,0.300537109375
-91.01456615,30.21185036,1,1,1.0,1.0
-91.01456615,30.21185036,-1,1,0.5,7.11679458618164e-05
-91.01456615,30.21185036,-1,1,0.5,0.0045394897460937
-91.01456615,30.21185036,1,1,1.0,1.0
-91.01456615,30.21185036,-1,1,0.5,0.1500244140625
-91.01456615,30.21185036,-1,1,0.5,0.373779296875
43.14549484,14.79005219,1,1,1.0,0.99951171875
43.14549484,14.79005219,1,1,1.0,0.99951171875
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,0.99951171875
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,-1,1,0.5,0.385498046875
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
