lon,lat,hit@1,hit@3,reciprocal_rank,true_class_probability
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,1.0
105.8634897,13.1548949,1,1,1.0,0.99853515625
105.8634897,13.1548949,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,-1,1,0.5,0.0060462951660156
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,1.0
105.8780744,13.18347867,1,1,1.0,0.9951171875
105.8780744,13.18347867,1,1,1.0,1.0
-91.01456615,30.21185036,-1,1,0.5,1.0132789611816406e-06
-91.01456615,30.21185036,-1,-1,0.0,1.430511474609375e-06
-91.01456615,30.21185036,-1,1,0.3333333333333333,2.980232238769531e-07
-91.01456615,30.21185036,-1,1,0.5,0.0005736351013183
-91.01456615,30.21185036,-1,1,0.5,0.06927490234375
-91.01456615,30.21185036,-1,1,0.5,0.0049819946289062
-91.01456615,30.21185036,-1,-1,0.0,0.0
-91.01456615,30.21185036,1,1,1.0,0.95751953125
-91.01456615,30.21185036,-1,1,0.5,0.0063133239746093
-91.01456615,30.21185036,-1,1,0.5,0.00555419921875
-91.01456615,30.21185036,1,1,1.0,1.0
-91.01456615,30.21185036,-1,1,0.3333333333333333,4.857778549194336e-05
-91.01456615,30.21185036,1,1,1.0,0.52978515625
-91.01456615,30.21185036,-1,1,0.5,0.0002596378326416
-91.01456615,30.21185036,-1,1,0.5,1.913309097290039e-05
-91.01456615,30.21185036,-1,1,0.3333333333333333,2.9802322387695312e-06
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
43.14549484,14.79005219,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,0.98095703125
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,0.54541015625
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
-61.45690283,6.18265028,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,0.99951171875
39.37082127,14.51969598,1,1,1.0,1.0
39.37082127,14.51969598,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.27815721,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
34.26598406,31.29241785,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,0.99658203125
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
6.347354773,4.45695937,1,1,1.0,1.0
-1.83796444,14.20672093,1,1,1.0,0.998046875
-1.83796444,14.20672093,-1,1,0.5,3.737211227416992e-05
-1.83796444,14.20672093,-1,1,0.5,0.0015850067138671
-1.83796444,14.20672093,-1,1,0.5,3.415346145629883e-05
-1.83796444,14.20672093,-1,1,0.3333333333333333,0.00017511844635
-1.83796444,14.20672093,-1,1,0.3333333333333333,0.001708984375
-1.83796444,14.20672093,-1,1,0.5,0.0236053466796875
-1.83796444,14.20672093,-1,1,0.5,0.01312255859375
-1.83796444,14.20672093,-1,1,0.5,8.976459503173828e-05
-1.83796444,14.20672093,1,1,1.0,0.8388671875
-1.83796444,14.20672093,1,1,1.0,0.76904296875
-1.83796444,14.20672093,1,1,1.0,1.0
-1.83796444,14.20672093,1,1,1.0,1.0
-1.83796444,14.20672093,1,1,1.0,1.0
-1.83796444,14.20672093,1,1,1.0,1.0
-1.83796444,14.20672093,1,1,1.0,0.8115234375
92.40400925,20.84095154,1,1,1.0,0.99951171875
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,0.99951171875
92.40400925,20.84095154,-1,1,0.5,0.0003302097320556
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,0.5546875
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,-1,1,0.5,1.1622905731201172e-05
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,0.966796875
92.40400925,20.84095154,1,1,1.0,0.8173828125
92.40400925,20.84095154,1,1,1.0,1.0
92.40400925,20.84095154,1,1,1.0,0.96728515625
92.40400925,20.84095154,-1,1,0.5,0.319091796875
129.7249087,41.84832383,-1,1,0.5,0.023529052734375
129.7249087,41.84832383,1,1,1.0,0.998046875
129.7249087,41.84832383,-1,1,0.5,0.15771484375
129.7249087,41.84832383,1,1,1.0,0.8955078125
129.7249087,41.84832383,1,1,1.0,0.7373046875
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,1,1,1.0,0.79638671875
129.7249087,41.84832383,1,1,1.0,0.958984375
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,-1,1,0.5,0.20361328125
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,1,1,1.0,1.0
129.7249087,41.84832383,-1,-1,0.0,5.0067901611328125e-06
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,0.998046875
79.29675463,37.23290417,1,1,1.0,0.82275390625
79.29675463,37.23290417,-1,1,0.3333333333333333,0.16015625
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,-1,1,0.5,0.302490234375
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,1.0
79.29675463,37.23290417,1,1,1.0,0.8173828125
79.29675463,37.23290417,1,1,1.0,0.99951171875
79.29675463,37.23290417,1,1,1.0,0.671875
79.29675463,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,0.99072265625
79.31457239,37.23290417,1,1,1.0,0.99951171875
79.31457239,37.23290417,1,1,1.0,0.99951171875
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,0.998046875
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,0.99951171875
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
79.31457239,37.23290417,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,0.99951171875
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,0.99853515625
92.15998805,21.19089275,1,1,1.0,0.99462890625
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,0.86962890625
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
92.15998805,21.19089275,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,-1,1,0.5,0.313232421875
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,0.99951171875
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,1.0
40.4922077,-12.08325664,1,1,1.0,0.99951171875
40.4922077,-12.08325664,1,1,1.0,0.9970703125
40.4922077,-12.08325664,1,1,1.0,0.6787109375
40.4922077,-12.08325664,1,1,1.0,0.9990234375
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
97.74979277,22.94985332,1,1,1.0,1.0
13.17171469,11.78485765,-1,1,0.3333333333333333,7.748603820800781e-07
13.17171469,11.78485765,-1,-1,0.0,1.1920928955078125e-07
13.17171469,11.78485765,-1,-1,0.0,5.960464477539065e-08
13.17171469,11.78485765,-1,-1,0.0,1.1920928955078125e-07
13.17171469,11.78485765,-1,1,0.3333333333333333,2.980232238769531e-07
13.17171469,11.78485765,-1,1,0.3333333333333333,2.384185791015625e-07
13.17171469,11.78485765,-1,1,0.3333333333333333,1.3709068298339844e-06
13.17171469,11.78485765,-1,1,0.5,0.0044517517089843
13.17171469,11.78485765,-1,1,0.5,5.125999450683594e-06
13.17171469,11.78485765,-1,-1,0.0,3.5762786865234375e-07
13.17171469,11.78485765,-1,1,0.3333333333333333,7.62939453125e-06
13.17171469,11.78485765,-1,1,0.3333333333333333,4.172325134277344e-06
13.17171469,11.78485765,-1,1,0.3333333333333333,5.960464477539062e-07
13.17171469,11.78485765,-1,-1,0.0,1.1920928955078125e-07
13.17171469,11.78485765,-1,-1,0.0,8.344650268554688e-07
13.17171469,11.78485765,-1,1,0.3333333333333333,1.3113021850585938e-06
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,0.95654296875
-98.08596791,26.08341993,1,1,1.0,0.99951171875
-98.08596791,26.08341993,1,1,1.0,0.99462890625
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,0.99658203125
-98.08596791,26.08341993,1,1,1.0,0.90380859375
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
-98.08596791,26.08341993,1,1,1.0,1.0
13.6007652,12.65831658,1,1,1.0,0.99853515625
13.6007652,12.65831658,1,1,1.0,1.0
13.6007652,12.65831658,1,1,1.0,0.99951171875
13.6007652,12.65831658,1,1,1.0,0.99169921875
13.6007652,12.65831658,1,1,1.0,0.9638671875
13.6007652,12.65831658,1,1,1.0,1.0
13.6007652,12.65831658,1,1,1.0,0.642578125
13.6007652,12.65831658,-1,1,0.3333333333333333,0.0035362243652343
13.6007652,12.65831658,-1,1,0.5,0.4130859375
13.6007652,12.65831658,-1,1,0.5,0.0067977905273437
13.6007652,12.65831658,-1,1,0.5,0.2017822265625
13.6007652,12.65831658,-1,1,0.5,0.06951904296875
13.6007652,12.65831658,-1,1,0.5,0.032196044921875
13.6007652,12.65831658,1,1,1.0,0.99755859375
13.6007652,12.65831658,1,1,1.0,0.76708984375
13.6007652,12.65831658,-1,1,0.5,0.1949462890625
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,-1,1,0.5,0.35302734375
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.48301378,5.025368402,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,1,1,1.0,0.5830078125
-54.46875572,5.011070167,1,1,1.0,1.0
-54.46875572,5.011070167,-1,-1,0.0,0.0261077880859375
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,0.99951171875
-54.45449767,5.011070167,1,1,1.0,1.0
-54.45449767,5.011070167,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,0.55908203125
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-70.42854309,-12.67958713,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
-54.63397171,4.92900197,1,1,1.0,1.0
