lon,lat,hit@1,hit@3,reciprocal_rank,true_class_probability
18.26889353,46.9378412,1,1,1.0,1.0
4.261480855,48.82590978,1,1,1.0,1.0
16.33749369,48.38533523,1,1,1.0,1.0
11.30866211,53.13592287,1,1,1.0,0.99951171875
18.5633555,47.04091533,1,1,1.0,1.0
9.182038252,57.0401314,-1,1,0.3333333333333333,0.0987548828125
-1.952073025,39.00622313,1,1,1.0,0.9921875
28.58099867,44.15154703,1,1,1.0,1.0
-2.000242646,39.04450522,1,1,1.0,1.0
11.71356404,48.19698379,1,1,1.0,0.9697265625
18.58239706,47.06958289,1,1,1.0,1.0
16.93260275,47.69606334,1,1,1.0,1.0
16.75129108,47.31228161,1,1,1.0,1.0
4.331394581,48.87355561,1,1,1.0,1.0
4.612521213,48.93582719,1,1,1.0,1.0
2.512347378,49.06303928,1,1,1.0,1.0
4.405090019,48.8113647,1,1,1.0,1.0
4.01540939,48.45358546,1,1,1.0,1.0
-1.892912706,38.88302016,1,1,1.0,1.0
18.59133633,47.07515504,1,1,1.0,1.0
2.359559417,47.03328453,1,1,1.0,1.0
7.529845609,48.45509283,1,1,1.0,1.0
-0.085018192,52.58758195,1,1,1.0,1.0
-0.263851197,46.11526912,1,1,1.0,1.0
2.836671838,48.94418694,1,1,1.0,1.0
22.44925143,51.01736922,1,1,1.0,1.0
4.239719615,48.97729485,1,1,1.0,1.0
-5.476211089,37.4237456,1,1,1.0,1.0
26.21824771,44.33283608,1,1,1.0,1.0
3.997719153,48.4478883,1,1,1.0,1.0
4.244723556,48.5044748,1,1,1.0,1.0
10.78090551,48.135949,1,1,1.0,1.0
15.04629409,53.36300117,1,1,1.0,1.0
4.543389536,48.91487461,1,1,1.0,1.0
4.439924563,48.94577476,1,1,1.0,1.0
15.98009248,48.62798248,1,1,1.0,1.0
18.59948984,47.06904627,1,1,1.0,1.0
18.32331428,46.98893785,1,1,1.0,1.0
26.19772116,42.46117978,1,1,1.0,1.0
18.6060645,47.03957674,1,1,1.0,1.0
1.823113392,48.47460312,1,1,1.0,1.0
22.8687979,49.84485828,1,1,1.0,1.0
4.291981252,48.75640757,1,1,1.0,1.0
4.434060785,48.80433285,1,1,1.0,1.0
2.664627389,48.6433088,1,1,1.0,1.0
4.609296709,48.89270533,1,1,1.0,1.0
1.313132767,48.34404438,1,1,1.0,1.0
-5.648115261,37.37325103,1,1,1.0,1.0
26.24015931,44.57422163,1,1,1.0,1.0
10.04159613,52.15608059,1,1,1.0,1.0
1.399957552,48.46402589,1,1,1.0,1.0
28.51085858,44.11886167,1,1,1.0,1.0
2.524780116,49.05386607,1,1,1.0,1.0
1.533869623,48.26214168,1,1,1.0,1.0
2.727376615,48.9750485,1,1,1.0,1.0
2.774146582,48.53188355,1,1,1.0,1.0
4.025148223,48.18263619,1,1,1.0,1.0
4.266239883,48.41910293,1,1,1.0,1.0
11.50560494,53.36490883,-1,1,0.5,0.0010862350463867
-0.410643914,52.26121504,1,1,1.0,1.0
4.171506588,48.94709923,1,1,1.0,1.0
4.717912376,48.93747477,1,1,1.0,1.0
-0.447959966,52.2979807,1,1,1.0,1.0
4.240394773,48.44976371,1,1,1.0,1.0
4.213229861,48.98342727,1,1,1.0,1.0
4.132989724,48.3520891,1,1,1.0,1.0
26.22942252,44.49360815,1,1,1.0,1.0
2.797048722,49.00636002,1,1,1.0,1.0
15.94446856,48.61075688,1,1,1.0,0.9970703125
12.16684377,53.44718609,1,1,1.0,1.0
2.325142826,49.18089594,1,1,1.0,1.0
-2.065143781,38.9720417,1,1,1.0,0.9931640625
4.401555407,49.01369464,1,1,1.0,1.0
18.57150732,47.03480859,1,1,1.0,1.0
2.725729506,47.02686933,1,1,1.0,1.0
1.482433672,48.51726986,1,1,1.0,1.0
22.50579018,52.27746026,1,1,1.0,1.0
15.93768996,54.12918674,1,1,1.0,0.998046875
4.555910119,49.18363901,1,1,1.0,1.0
24.75631041,43.54831707,1,1,1.0,1.0
-5.417656143,37.43081798,1,1,1.0,1.0
-5.675628333,37.4150139,1,1,1.0,1.0
-1.876620359,39.09077028,1,1,1.0,0.99853515625
18.03547367,51.7084399,1,1,1.0,1.0
18.34330256,47.03516854,1,1,1.0,1.0
3.685062085,48.34187656,1,1,1.0,1.0
27.39275698,44.22242963,1,1,1.0,1.0
16.84883247,47.16933691,1,1,1.0,1.0
4.204351485,48.98352031,1,1,1.0,1.0
18.34147789,47.00596364,1,1,1.0,1.0
4.469973685,48.82143652,1,1,1.0,1.0
2.492902866,48.98939969,-1,1,0.5,0.049224853515625
16.06760445,48.69153633,1,1,1.0,1.0
17.49437386,48.49340458,1,1,1.0,1.0
16.68591993,51.77121074,1,1,1.0,1.0
4.204210539,48.97767101,-1,1,0.5,0.390380859375
2.909783409,49.12575383,1,1,1.0,1.0
22.85932049,49.8333187,1,1,1.0,1.0
4.682432451,48.95161522,1,1,1.0,1.0
1.893762739,48.4786177,1,1,1.0,1.0
2.893135885,49.161886,1,1,1.0,1.0
2.909794019,49.11990445,1,1,1.0,1.0
4.239429556,48.9655964,1,1,1.0,1.0
-1.775179784,38.71262561,1,1,1.0,1.0
2.235146361,49.27773798,1,1,1.0,1.0
4.504012405,48.95724417,1,1,1.0,1.0
0.907804404,49.01924707,1,1,1.0,1.0
-1.86957307,39.06141006,1,1,1.0,1.0
16.59745399,47.15530072,1,1,1.0,1.0
2.072540942,48.40600183,1,1,1.0,1.0
10.79822647,48.20691573,1,1,1.0,1.0
20.47409877,46.17036982,1,1,1.0,1.0
18.30627013,47.14017724,1,1,1.0,1.0
4.532138225,48.9746551,1,1,1.0,1.0
1.556299394,48.7424679,1,1,1.0,1.0
4.307250639,48.8417272,1,1,1.0,1.0
22.9494368,49.86795722,1,1,1.0,1.0
2.665895186,49.08663687,1,1,1.0,1.0
4.207238347,49.04952224,1,1,1.0,1.0
4.040519165,48.46552612,1,1,1.0,1.0
27.95410509,43.61972792,1,1,1.0,1.0
2.473088277,47.16307487,1,1,1.0,1.0
10.41038527,56.49383583,1,1,1.0,1.0
15.84621664,48.54149527,1,1,1.0,1.0
-5.574281934,37.38284288,1,1,1.0,0.99951171875
11.7705265,53.55659773,1,1,1.0,1.0
16.63936074,47.07992035,1,1,1.0,1.0
4.563489594,49.10791656,1,1,1.0,1.0
10.78307441,48.21170118,1,1,1.0,1.0
4.298687336,48.85352266,1,1,1.0,1.0
11.97519966,53.47625895,1,1,1.0,0.9951171875
4.41686702,49.04718462,1,1,1.0,1.0
-2.14942747,39.0809752,1,1,1.0,1.0
16.04074984,48.75833703,1,1,1.0,1.0
1.645580873,49.25708571,1,1,1.0,1.0
18.65097768,47.15376507,1,1,1.0,1.0
1.326833436,48.2702853,1,1,1.0,1.0
24.47479607,43.4706667,1,1,1.0,1.0
27.38480273,44.25170823,1,1,1.0,1.0
18.29626562,47.11706956,1,1,1.0,1.0
4.375163193,49.08756134,1,1,1.0,1.0
4.237031124,48.71758286,1,1,1.0,1.0
5.901906426,49.11955546,1,1,1.0,1.0
2.112571168,48.36957781,1,1,1.0,1.0
17.9640462,46.07522521,1,1,1.0,1.0
12.15793852,53.45911936,1,1,1.0,1.0
17.9227845,46.05863806,1,1,1.0,1.0
4.425210693,48.80444263,1,1,1.0,1.0
20.47415458,46.16451361,1,1,1.0,1.0
4.553856685,49.08465148,1,1,1.0,1.0
18.54322961,47.34066868,1,1,1.0,1.0
4.343115491,48.92927087,1,1,1.0,1.0
2.08759304,48.44739268,1,1,1.0,1.0
18.11416755,51.88235766,1,1,1.0,1.0
14.73263588,50.96765444,1,1,1.0,1.0
18.31961931,46.89695612,1,1,1.0,1.0
4.332077199,49.11476077,1,1,1.0,1.0
20.15953416,46.19844694,1,1,1.0,1.0
1.821617096,48.57064793,1,1,1.0,1.0
26.24038787,44.55666178,1,1,1.0,1.0
2.13562531,49.09164615,1,1,1.0,1.0
4.135559681,48.96833991,1,1,1.0,1.0
27.45764424,43.60816201,1,1,1.0,1.0
16.77967182,51.83977303,1,1,1.0,1.0
16.21966673,48.41714789,1,1,1.0,1.0
24.48248299,43.46457625,1,1,1.0,1.0
4.444163513,52.08143093,-1,-1,0.0,0.0
25.95089592,44.49043077,1,1,1.0,1.0
10.90449495,48.11680843,1,1,1.0,1.0
18.05875012,45.98701983,1,1,1.0,1.0
28.51898003,44.11875395,1,1,1.0,1.0
18.55559043,47.05286192,1,1,1.0,1.0
18.34220742,47.01764562,1,1,1.0,1.0
18.55714609,47.07622339,1,1,1.0,1.0
4.243418998,49.05222547,1,1,1.0,1.0
4.15234721,48.98632713,1,1,1.0,1.0
0.961506295,48.92494747,1,1,1.0,1.0
24.43877406,43.59294017,1,1,1.0,1.0
24.43903029,43.51166736,1,1,1.0,1.0
22.3117456,51.06772822,1,1,1.0,1.0
-1.862061461,39.061337,1,1,1.0,0.80224609375
-1.963143268,38.9038436,1,1,1.0,1.0
4.204069638,48.97182171,1,1,1.0,1.0
23.8250672,44.39899009,1,1,1.0,1.0
24.39235936,43.53129319,1,1,1.0,1.0
4.475197404,48.88295761,1,1,1.0,1.0
16.77995034,51.82921927,1,1,1.0,1.0
5.801546925,52.53678808,1,1,1.0,1.0
18.58043947,47.0403818,1,1,1.0,1.0
18.59830933,47.05152597,1,1,1.0,1.0
16.71031981,51.80675441,1,1,1.0,1.0
10.23140829,55.52245896,1,1,1.0,0.6826171875
4.126683639,48.96842695,1,1,1.0,1.0
17.51241197,48.28576463,1,1,1.0,1.0
4.33141105,48.43239034,1,1,1.0,1.0
4.172281099,48.92570691,1,1,1.0,0.94189453125
16.21952676,48.41129631,1,1,1.0,1.0
4.211516366,48.39529573,1,1,1.0,1.0
10.09141597,52.19800948,1,1,1.0,1.0
4.474293867,49.01926652,1,1,1.0,1.0
18.10140219,48.21010959,1,1,1.0,1.0
16.14178261,51.5885176,1,1,1.0,1.0
18.03455904,45.95784576,1,1,1.0,1.0
4.663318884,48.88184998,1,1,1.0,1.0
4.279334231,48.83155778,1,1,1.0,1.0
17.01097608,51.32780507,-1,1,0.5,0.0035114288330078
4.324656605,48.78857006,1,1,1.0,1.0
4.307425698,48.806303,1,1,1.0,1.0
-1.907131518,39.06176811,1,1,1.0,0.99462890625
4.307098455,48.83587959,1,1,1.0,1.0
15.97126829,48.62805724,1,1,1.0,1.0
4.47522888,48.93948557,1,1,1.0,1.0
4.514577817,49.01359481,1,1,1.0,0.8955078125
4.238676527,48.74529414,1,1,1.0,1.0
4.177339179,48.31884151,1,1,1.0,1.0
3.065765517,48.97826285,1,1,1.0,1.0
4.440006261,48.92568812,1,1,1.0,1.0
2.233626614,48.43868661,1,1,1.0,1.0
11.97660914,53.61826467,1,1,1.0,1.0
