lon,lat,hit@1,hit@3,reciprocal_rank,true_class_probability
105.8634897,13.1548949,1,1,1.0,0.83251953125
105.8634897,13.1548949,1,1,1.0,0.58056640625
105.8634897,13.1548949,1,1,1.0,0.572265625
105.8634897,13.1548949,1,1,1.0,0.80419921875
105.8634897,13.1548949,1,1,1.0,0.73974609375
105.8634897,13.1548949,1,1,1.0,0.60400390625
105.8634897,13.1548949,1,1,1.0,0.6201171875
105.8634897,13.1548949,1,1,1.0,0.54443359375
105.8634897,13.1548949,1,1,1.0,0.5859375
105.8634897,13.1548949,1,1,1.0,0.60400390625
105.8634897,13.1548949,1,1,1.0,0.87353515625
105.8634897,13.1548949,1,1,1.0,0.73095703125
105.8634897,13.1548949,1,1,1.0,0.73583984375
105.8634897,13.1548949,1,1,1.0,0.650390625
105.8634897,13.1548949,-1,1,0.5,0.36669921875
105.8634897,13.1548949,-1,1,0.5,0.206298828125
105.8780744,13.18347867,1,1,1.0,0.95166015625
105.8780744,13.18347867,1,1,1.0,0.457275390625
105.8780744,13.18347867,1,1,1.0,0.55615234375
105.8780744,13.18347867,1,1,1.0,0.78076171875
105.8780744,13.18347867,1,1,1.0,0.724609375
105.8780744,13.18347867,1,1,1.0,0.3115234375
105.8780744,13.18347867,1,1,1.0,0.52978515625
105.8780744,13.18347867,1,1,1.0,0.48876953125
105.8780744,13.18347867,-1,1,0.5,0.1732177734375
105.8780744,13.18347867,1,1,1.0,0.368408203125
105.8780744,13.18347867,-1,1,0.5,0.1610107421875
105.8780744,13.18347867,1,1,1.0,0.70361328125
105.8780744,13.18347867,1,1,1.0,0.35302734375
105.8780744,13.18347867,1,1,1.0,0.5869140625
105.8780744,13.18347867,-1,1,0.5,0.1353759765625
105.8780744,13.18347867,-1,1,0.3333333333333333,0.11651611328125
-91.01456615,30.21185036,-1,-1,0.0,0.0135574340820312
-91.01456615,30.21185036,-1,1,0.5,0.1519775390625
-91.01456615,30.21185036,-1,-1,0.0,0.0044898986816406
-91.01456615,30.21185036,-1,1,0.5,0.05029296875
-91.01456615,30.21185036,-1,1,0.5,0.283447265625
-91.01456615,30.21185036,-1,1,0.5,0.1492919921875
-91.01456615,30.21185036,-1,-1,0.0,0.0052871704101562
-91.01456615,30.21185036,-1,1,0.5,0.09991455078125
-91.01456615,30.21185036,-1,1,0.5,0.1585693359375
