subdir,Image_File,Rank,Latitude,Longitude,Probability,id,gt_latitude,gt_longitude,gt_unique_city,haversine_distance_km
4,770944203613913.jpg,1,20.1171932220459,-155.58416748046875,0.0628577917814254,770944203613913,19.192077132636,-155.47458445958,Pahala_Hawaii County_Hawaii_US,103.50639712624466
4,1258037441278926.jpg,1,23.01970863342285,-99.09358978271484,0.0537352859973907,1258037441278926,23.635969956825,-105.84041637689,La Ciudad_Pueblo Nuevo_Durango_MX,692.2194675003987
4,195899205680686.jpg,1,17.273693084716797,99.9900894165039,0.0460608415305614,195899205680686,16.914132712051,96.254946083405,Syriam_NaN_Yangon_MM,398.983434986042
4,777358042982321.jpg,1,-38.00481796264648,141.1962890625,0.1870572715997696,777358042982321,-35.486708696316,138.91107008258,Goolwa_Alexandrina_South Australia_AU,346.17855476743074
4,388733403286857.jpg,1,-15.554298400878906,-47.33333969116211,0.105307787656784,388733403286857,-16.740485884045107,-43.88070530902506,Montes Claros_Montes Claros_Minas Gerais_BR,391.6367954039787
4,296531918673739.jpg,1,38.952274322509766,-92.74166870117188,0.1029954031109809,296531918673739,37.204636395212,-92.863748458407,Seymour_Webster County_Missouri_US,194.62223513541764
4,272480461248878.jpg,1,59.608131408691406,60.57655334472656,0.1214511543512344,272480461248878,53.019598459602,84.711292366975,Troitskoye_NaN_Altai Krai_RU,1646.4335697023469
4,3603369343102991.jpg,1,38.855560302734375,-119.59056091308594,0.0655230581760406,3603369343102991,36.46982511134,-105.27335631053,Angel Fire_Colfax County_New Mexico_US,1286.430730732644
4,175104297749921.jpg,1,18.36811637878418,100.84024047851562,0.0453822761774063,175104297749921,23.534791612726,76.434582422707,Sarangpur_Rajgarh_Madhya Pradesh_IN,2595.025709230428
4,306562427759899.jpg,1,-22.6318359375,-48.20114135742188,0.0922509059309959,306562427759899,-19.798259704414,-45.143318994441,Bom Despacho_Bom Despacho_Minas Gerais_BR,446.8930144528785
4,486876106095407.jpg,1,-27.344934463500977,133.96316528320312,0.1888898760080337,486876106095407,-29.647305555557,135.13305556111,Coober Pedy_Coober Pedy_South Australia_AU,280.3735799139869
4,216153116674919.jpg,1,34.989501953125,73.36669921875,0.0330507084727287,216153116674919,28.291568462657,83.864617100315,Pokhara_Gandaki Zone_Western Region_NP,1240.6309694637205
4,177881534117475.jpg,1,44.29364776611328,-105.15692138671876,0.0730447843670845,177881534117475,51.435457129728,-111.78656126368,Hanna_NaN_Alberta_CA,934.6738355227807
4,483536576274416.jpg,1,26.1417236328125,32.66930389404297,0.043925043195486,483536576274416,25.03327138621012,67.17914369397076,Malir Cantonment_NaN_Sindh_PK,3453.048592329168
4,433056594927653.jpg,1,35.7943115234375,139.0528106689453,0.0874851047992706,433056594927653,34.08703916569254,135.97509571847698,Owase_NaN_Mie_JP,338.7046166740542
4,1906183839546692.jpg,1,-36.38812255859375,148.64364624023438,0.1382498443126678,1906183839546692,-42.408821678735,146.84113179282,New Norfolk_Derwent Valley_Tasmania_AU,687.1055664819557
